Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Sony Computer Entertainment,0.08,0.12,0,0.44,0.63
Sony Computer Entertainment,0.23,0.29,0.01,0.1,0.63
Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63
Sony Computer Entertainment,0.35,0.24,0,0.04,0.62
Sony Computer Entertainment,0,0.57,0.04,0,0.61
Sony Computer Entertainment,0,0.04,0,0.57,0.61
Sony Computer Entertainment,0.18,0.27,0,0.15,0.61
Sony Computer Entertainment,0.19,0.11,0.25,0.06,0.6
Sony Computer Entertainment,0.13,0.18,0,0.29,0.6
Sony Computer Entertainment,0.29,0.22,0,0.09,0.6
Sony Computer Entertainment,0.33,0.22,0,0.04,0.59
Sony Computer Entertainment,0.33,0.22,0,0.04,0.59
Sony Computer Entertainment,0.28,0.22,0,0.07,0.58
Sony Computer Entertainment,0.54,0,0,0.04,0.58
Sony Computer Entertainment,0,0.53,0,0.04,0.58
Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57
Sony Computer Entertainment,0.28,0.22,0,0.07,0.57
Sony Computer Entertainment,0.31,0.21,0,0.04,0.56
Sony Computer Entertainment,0.18,0.09,0.22,0.06,0.56
Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.56
Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55
Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.55
Sony Computer Entertainment,0.33,0.22,0,0,0.55
Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
Sony Computer Entertainment,0.45,0.02,0,0.07,0.55
Sony Computer Entertainment,0,0.06,0,0.48,0.54
Sony Computer Entertainment,0.11,0.27,0.02,0.14,0.54
Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54
Sony Computer Entertainment,0.26,0.2,0,0.07,0.54
Sony Computer Entertainment,0.26,0.2,0,0.07,0.53
Sony Computer Entertainment,0.3,0.2,0,0.03,0.53
Sony Computer Entertainment,0.09,0.32,0,0.12,0.53
Sony Computer Entertainment,0.26,0.2,0,0.07,0.53
Sony Computer Entertainment,0.29,0.2,0,0.03,0.52
Sony Computer Entertainment,0.26,0.15,0.01,0.1,0.52
Sony Computer Entertainment,0.36,0.04,0.08,0.04,0.52
Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52
Sony Computer Entertainment,0.25,0.2,0,0.07,0.52
Sony Computer Entertainment,0.25,0.2,0,0.07,0.51
Sony Computer Entertainment,0.28,0.19,0,0.03,0.51
Sony Computer Entertainment,0,0,0.46,0.03,0.5
Sony Computer Entertainment,0.21,0.2,0,0.08,0.49
Sony Computer Entertainment,0,0.15,0,0.33,0.49
Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47
Sony Computer Entertainment,0.23,0.18,0,0.06,0.47
Sony Computer Entertainment,0.25,0.12,0,0.09,0.46
Sony Computer Entertainment,0.37,0.04,0,0.05,0.46
Sony Computer Entertainment,0.23,0.18,0,0.06,0.46
Sony Computer Entertainment,0.26,0.17,0,0.03,0.46
Sony Computer Entertainment,0.22,0.18,0,0.06,0.46
Sony Computer Entertainment,0.22,0.18,0,0.06,0.46
Sony Computer Entertainment,0.22,0.17,0,0.06,0.46
Sony Computer Entertainment,0.25,0.17,0,0.03,0.46
Sony Computer Entertainment,0,0.35,0,0.1,0.46
Sony Computer Entertainment,0.21,0.16,0.02,0.07,0.45
Sony Computer Entertainment,0.11,0.26,0,0.08,0.45
Sony Computer Entertainment,0,0.06,0,0.39,0.45
Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.45
Sony Computer Entertainment,0.25,0.17,0,0.03,0.45
Sony Computer Entertainment,0.37,0.01,0,0.06,0.44
Sony Computer Entertainment,0.24,0.17,0,0.03,0.44
Sony Computer Entertainment,0,0.06,0,0.38,0.44
Sony Computer Entertainment,0.21,0.17,0,0.06,0.43
Sony Computer Entertainment,0.24,0.16,0,0.03,0.43
Sony Computer Entertainment,0.36,0.01,0,0.06,0.43
Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43
Sony Computer Entertainment,0.21,0.16,0,0.05,0.42
Sony Computer Entertainment,0.24,0.16,0,0.03,0.42
Sony Computer Entertainment,0,0,0.39,0.03,0.42
Sony Computer Entertainment,0.35,0.01,0,0.06,0.42
Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
Sony Computer Entertainment,0.23,0.16,0,0.03,0.41
Sony Computer Entertainment,0,0,0.41,0,0.41
Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41
Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
Sony Computer Entertainment,0.23,0.15,0,0.03,0.4
Sony Computer Entertainment,0.23,0.15,0,0.03,0.4
Sony Computer Entertainment,0,0,0.38,0.03,0.4
Sony Computer Entertainment,0.33,0.01,0,0.05,0.4
Sony Computer Entertainment,0,0,0.37,0.03,0.4
Sony Computer Entertainment,0.19,0.15,0,0.05,0.4
Sony Computer Entertainment,0.14,0.05,0.16,0.04,0.39
Sony Computer Entertainment,0.14,0.19,0,0.06,0.39
Sony Computer Entertainment,0.3,0.01,0,0.07,0.39
Sony Computer Entertainment,0.19,0.15,0,0.05,0.39
Sony Computer Entertainment,0.19,0.15,0,0.05,0.38
Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38
Sony Computer Entertainment,0.21,0.14,0,0.02,0.38
Sony Computer Entertainment,0.21,0.14,0,0.02,0.38
Sony Computer Entertainment,0.18,0.14,0,0.05,0.38
Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
Sony Computer Entertainment,0,0,0.35,0.02,0.37
Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36
Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36
Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
Sony Computer Entertainment,0.32,0.01,0,0.03,0.35
Sony Computer Entertainment,0.2,0.13,0,0.02,0.35
Sony Computer Entertainment,0.13,0.16,0.01,0.06,0.35
Sony Computer Entertainment,0.32,0,0,0.03,0.35
Sony Computer Entertainment,0,0,0.32,0.02,0.34
Sony Computer Entertainment,0.07,0.03,0,0.25,0.34
Sony Computer Entertainment,0.05,0.03,0.23,0.02,0.34
Sony Computer Entertainment,0.19,0.13,0,0.02,0.34
Sony Computer Entertainment,0,0.25,0,0.08,0.34
Sony Computer Entertainment,0.28,0,0.02,0.03,0.34
Sony Computer Entertainment,0.17,0.12,0,0.05,0.34
Sony Computer Entertainment,0.06,0.04,0.22,0.02,0.33
Sony Computer Entertainment,0.13,0.15,0,0.05,0.33
Sony Computer Entertainment,0,0.3,0,0.03,0.33
Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33
Sony Computer Entertainment,0.16,0.13,0,0.04,0.33
Sony Computer Entertainment,0.21,0,0.1,0.02,0.33
Sony Computer Entertainment,0.15,0.13,0,0.05,0.33
Sony Computer Entertainment,0.16,0.13,0,0.04,0.33
Sony Computer Entertainment,0.16,0.13,0,0.04,0.33
Sony Computer Entertainment,0.09,0.16,0,0.09,0.33
Sony Computer Entertainment,0.3,0,0,0.02,0.33
Sony Computer Entertainment,0.18,0.12,0,0.02,0.33
Sony Computer Entertainment,0.2,0.05,0.05,0.03,0.33
Sony Computer Entertainment,0.14,0.1,0.01,0.07,0.33
Sony Computer Entertainment,0.16,0.12,0,0.04,0.32
Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
Sony Computer Entertainment,0.16,0.12,0,0.04,0.32
Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
Sony Computer Entertainment,0.15,0.12,0,0.04,0.32
Sony Computer Entertainment,0.13,0.12,0,0.06,0.32
Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
Sony Computer Entertainment,0.29,0,0,0.02,0.31
Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
Sony Computer Entertainment,0.14,0.12,0,0.05,0.31
Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3
Sony Computer Entertainment,0.15,0.12,0,0.04,0.3
Sony Computer Entertainment,0.17,0.11,0,0.02,0.3
Sony Computer Entertainment,0.05,0.16,0,0.08,0.3
Sony Computer Entertainment,0.15,0.12,0,0.04,0.3
Sony Computer Entertainment,0.26,0.01,0,0.03,0.29
Sony Computer Entertainment,0.01,0.12,0.12,0.04,0.29
Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29
Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29
Sony Computer Entertainment,0.13,0.12,0,0.05,0.29
Sony Computer Entertainment,0.16,0.11,0,0.02,0.29
Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29
Sony Computer Entertainment,0.16,0.11,0,0.02,0.29
Sony Computer Entertainment,0.14,0.11,0,0.04,0.28
Sony Computer Entertainment,0,0,0.28,0,0.28
Sony Computer Entertainment,0,0.17,0.09,0.02,0.28
Sony Computer Entertainment,0.14,0.11,0,0.04,0.28
Sony Computer Entertainment,0.26,0,0,0.02,0.28
Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28
Sony Computer Entertainment,0.05,0.04,0.17,0.02,0.28
Sony Computer Entertainment,0.02,0.17,0,0.09,0.27
Sony Computer Entertainment,0.13,0.1,0,0.03,0.27
Sony Computer Entertainment,0.15,0.1,0,0.02,0.27
Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27
Sony Computer Entertainment,0.24,0,0.01,0.02,0.26
Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
Sony Computer Entertainment,0.24,0,0,0.02,0.26
Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
Sony Computer Entertainment,0,0,0.26,0,0.26
Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
Sony Computer Entertainment,0.09,0.12,0,0.04,0.25
Sony Computer Entertainment,0.12,0.1,0,0.03,0.25
Sony Computer Entertainment,0,0,0.23,0.02,0.25
Sony Computer Entertainment,0.07,0.13,0,0.05,0.25
Sony Computer Entertainment,0.12,0.09,0,0.03,0.25
Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25
Sony Computer Entertainment,0.14,0.09,0,0.02,0.24
Sony Computer Entertainment,0.23,0,0,0.02,0.24
Sony Computer Entertainment,0,0,0.23,0.02,0.24
Sony Computer Entertainment,0,0,0.24,0,0.24
Sony Computer Entertainment,0.12,0.09,0,0.03,0.24
Sony Computer Entertainment,0.13,0.09,0,0.02,0.24
Sony Computer Entertainment,0,0.19,0,0.05,0.23
Sony Computer Entertainment,0.13,0.06,0,0.04,0.23
Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
Sony Computer Entertainment,0.13,0.09,0,0.02,0.23
Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
Sony Computer Entertainment,0.19,0.01,0,0.02,0.23
Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
Sony Computer Entertainment,0,0.17,0,0.05,0.22
Sony Computer Entertainment,0.2,0,0,0.02,0.22
Sony Computer Entertainment,0.12,0.08,0,0.01,0.22
Sony Computer Entertainment,0,0.16,0,0.05,0.21
Sony Computer Entertainment,0.2,0,0,0.02,0.21
Sony Computer Entertainment,0.06,0,0.13,0.01,0.21
Sony Computer Entertainment,0,0,0.2,0.01,0.21
Sony Computer Entertainment,0,0,0.19,0.01,0.21
Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21
Sony Computer Entertainment,0,0.02,0,0.19,0.2
Sony Computer Entertainment,0.19,0,0,0.02,0.2
Sony Computer Entertainment,0.18,0,0,0.02,0.2
Sony Computer Entertainment,0.11,0.08,0,0.01,0.2
Sony Computer Entertainment,0.1,0.08,0,0.03,0.2
Sony Computer Entertainment,0.18,0,0,0.02,0.2
Sony Computer Entertainment,0.18,0,0,0.02,0.2
Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2
Sony Computer Entertainment,0,0,0.2,0,0.2
Sony Computer Entertainment,0.1,0.07,0,0.02,0.2
Sony Computer Entertainment,0.1,0.07,0,0.02,0.19
Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
Sony Computer Entertainment,0,0,0.19,0,0.19
Sony Computer Entertainment,0,0.16,0,0.03,0.19
Sony Computer Entertainment,0,0,0.18,0.01,0.19
Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
Sony Computer Entertainment,0.06,0.09,0,0.03,0.19
Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
Sony Computer Entertainment,0,0,0.17,0.01,0.18
Sony Computer Entertainment,0,0,0.18,0,0.18
Sony Computer Entertainment,0.1,0.07,0,0.01,0.18
Sony Computer Entertainment,0,0.16,0,0.02,0.18
Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
Sony Computer Entertainment,0.09,0.07,0,0.02,0.17
Sony Computer Entertainment,0.08,0.07,0,0.02,0.17
Sony Computer Entertainment,0.08,0.07,0,0.02,0.17
Sony Computer Entertainment,0.08,0.06,0,0.03,0.17
Sony Computer Entertainment,0.1,0.07,0,0.01,0.17
Sony Computer Entertainment,0,0,0.16,0.01,0.17
Sony Computer Entertainment,0.07,0.07,0,0.03,0.17
Sony Computer Entertainment,0,0.15,0,0.02,0.17
Sony Computer Entertainment,0.16,0,0,0.01,0.17
Sony Computer Entertainment,0.08,0.06,0,0.02,0.17
Sony Computer Entertainment,0.14,0.01,0,0.02,0.17
Sony Computer Entertainment,0.08,0.06,0,0.02,0.17
Sony Computer Entertainment,0.13,0,0,0.03,0.16
Sony Computer Entertainment,0,0,0.16,0,0.16
Sony Computer Entertainment,0.08,0.06,0,0.02,0.16
Sony Computer Entertainment,0.09,0.06,0,0.01,0.16
Sony Computer Entertainment,0.06,0.05,0.02,0.03,0.16
Sony Computer Entertainment,0.15,0,0,0.01,0.16
Sony Computer Entertainment,0.09,0.06,0,0.01,0.16
Sony Computer Entertainment,0,0,0.15,0.01,0.16
Sony Computer Entertainment,0.09,0.06,0,0.01,0.15
Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15
Sony Computer Entertainment,0.09,0.06,0,0.01,0.15
Sony Computer Entertainment,0.07,0.06,0,0.02,0.15
Sony Computer Entertainment,0,0,0.14,0.01,0.15
Sony Computer Entertainment,0.14,0,0,0.01,0.15
Sony Computer Entertainment,0.07,0.06,0,0.02,0.15
Sony Computer Entertainment,0.14,0,0,0.01,0.15
Sony Computer Entertainment,0,0,0.15,0,0.15
Sony Computer Entertainment,0,0.04,0.09,0.02,0.15
Sony Computer Entertainment,0.08,0.06,0,0.01,0.15
Sony Computer Entertainment,0.13,0,0,0.01,0.15
Sony Computer Entertainment,0.08,0.06,0,0.01,0.15
Sony Computer Entertainment,0.07,0.06,0,0.02,0.15
Sony Computer Entertainment,0,0,0.14,0.01,0.15
Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14
Sony Computer Entertainment,0.13,0,0,0.01,0.14
Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
Sony Computer Entertainment,0,0.11,0,0.03,0.14
Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Sony Computer Entertainment,0.06,0.06,0,0.03,0.14
Sony Computer Entertainment,0,0,0.13,0,0.14
Sony Computer Entertainment,0.1,0,0.02,0.01,0.14
Sony Computer Entertainment,0,0,0.13,0.01,0.14
Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Sony Computer Entertainment,0,0,0.13,0.01,0.13
Sony Computer Entertainment,0.07,0.05,0,0.02,0.13
Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
Sony Computer Entertainment,0.12,0,0,0.01,0.13
Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
Sony Computer Entertainment,0.11,0,0,0.02,0.13
Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
Sony Computer Entertainment,0,0,0.12,0.01,0.13
Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
Sony Computer Entertainment,0,0.1,0,0.03,0.12
Sony Computer Entertainment,0.11,0,0,0.01,0.12
Sony Computer Entertainment,0,0.07,0.03,0.02,0.12
Sony Computer Entertainment,0.11,0,0,0.01,0.12
Sony Computer Entertainment,0.08,0.02,0,0.02,0.12
Sony Computer Entertainment,0.11,0,0,0.01,0.12
Sony Computer Entertainment,0.11,0,0,0.01,0.12
Sony Computer Entertainment,0,0,0.11,0.01,0.12
Sony Computer Entertainment,0,0,0.11,0.01,0.12
Sony Computer Entertainment,0.11,0,0,0.01,0.11
Sony Computer Entertainment,0,0.09,0,0.03,0.11
Sony Computer Entertainment,0,0.08,0,0.04,0.11
Sony Computer Entertainment,0.11,0,0,0,0.11
Sony Computer Entertainment,0,0,0.11,0,0.11
Sony Computer Entertainment,0,0.03,0.06,0.01,0.11
Sony Computer Entertainment,0,0,0.1,0.01,0.11
Sony Computer Entertainment,0.05,0.04,0,0.01,0.11
Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11
Sony Computer Entertainment,0,0,0.11,0,0.11
Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11
Sony Computer Entertainment,0,0.08,0,0.02,0.11
Sony Computer Entertainment,0,0,0.1,0,0.1
Sony Computer Entertainment,0.1,0,0,0.01,0.1
Sony Computer Entertainment,0,0.03,0.07,0.01,0.1
Sony Computer Entertainment,0.05,0.04,0,0.01,0.1
Sony Computer Entertainment,0,0,0.1,0,0.1
Sony Computer Entertainment,0.05,0.04,0,0.01,0.1
Sony Computer Entertainment,0.09,0,0,0.01,0.1
Sony Computer Entertainment,0.06,0.04,0,0.01,0.1
Sony Computer Entertainment,0,0,0.09,0.01,0.1
Sony Computer Entertainment,0.05,0.04,0,0.01,0.1
Sony Computer Entertainment,0,0.08,0,0.02,0.1
Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
Sony Computer Entertainment,0,0.07,0,0.02,0.09
Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
Sony Computer Entertainment,0,0,0.09,0,0.09
Sony Computer Entertainment,0,0.01,0.08,0,0.09
Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
Sony Computer Entertainment,0,0.07,0,0.02,0.09
Sony Computer Entertainment,0,0,0.09,0.01,0.09
Sony Computer Entertainment,0.04,0.03,0,0.01,0.09
Sony Computer Entertainment,0.01,0.06,0,0.02,0.09
Sony Computer Entertainment,0.05,0.03,0,0.01,0.09
Sony Computer Entertainment,0,0,0.09,0,0.09
Sony Computer Entertainment,0,0,0.09,0,0.09
Sony Computer Entertainment,0.05,0.03,0,0.01,0.09
Sony Computer Entertainment,0.05,0.03,0,0.01,0.09
Sony Computer Entertainment,0,0,0.08,0,0.08
Sony Computer Entertainment,0,0,0.08,0,0.08
Sony Computer Entertainment,0.05,0.03,0,0.01,0.08
Sony Computer Entertainment,0,0,0.08,0,0.08
Sony Computer Entertainment,0,0,0.08,0.01,0.08
Sony Computer Entertainment,0.07,0,0,0.01,0.08
Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08
Sony Computer Entertainment,0,0,0.08,0,0.08
Sony Computer Entertainment,0,0.06,0,0.02,0.08
Sony Computer Entertainment,0,0,0.08,0,0.08
Sony Computer Entertainment,0.04,0.03,0,0.01,0.08
Sony Computer Entertainment,0,0,0.08,0,0.08
Sony Computer Entertainment,0.04,0.03,0,0.01,0.08
Sony Computer Entertainment,0.07,0,0,0.01,0.08
Sony Computer Entertainment,0,0.06,0,0.02,0.08
Sony Computer Entertainment,0,0,0.07,0,0.07
Sony Computer Entertainment,0.04,0.03,0,0.01,0.07
Sony Computer Entertainment,0.04,0.03,0,0,0.07
Sony Computer Entertainment,0,0.05,0,0.02,0.07
Sony Computer Entertainment,0,0,0.07,0,0.07
Sony Computer Entertainment,0,0,0.07,0,0.07
Sony Computer Entertainment,0.04,0.03,0,0,0.07
Sony Computer Entertainment,0,0,0.06,0,0.07
Sony Computer Entertainment,0.03,0.03,0,0.01,0.07
Sony Computer Entertainment,0.04,0.03,0,0,0.07
Sony Computer Entertainment,0.04,0.03,0,0,0.07
Sony Computer Entertainment,0,0.05,0,0.02,0.07
Sony Computer Entertainment,0,0,0.07,0,0.07
Sony Computer Entertainment,0,0.05,0,0.02,0.07
Sony Computer Entertainment,0.04,0.02,0,0,0.06
Sony Computer Entertainment,0,0.05,0,0.01,0.06
Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
Sony Computer Entertainment,0,0.05,0,0.02,0.06
Sony Computer Entertainment,0,0,0.06,0,0.06
Sony Computer Entertainment,0,0.04,0,0.02,0.06
Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
Sony Computer Entertainment,0,0,0.06,0,0.06
Sony Computer Entertainment,0,0,0.06,0,0.06
Sony Computer Entertainment,0.02,0.01,0.02,0,0.06
Sony Computer Entertainment,0.03,0.02,0,0,0.06
Sony Computer Entertainment,0.01,0.04,0,0.01,0.06
Sony Computer Entertainment,0.03,0.02,0,0,0.06
Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
Sony Computer Entertainment,0,0,0.05,0,0.05
Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
Sony Computer Entertainment,0,0,0.05,0,0.05
Sony Computer Entertainment,0.03,0.02,0,0,0.05
Sony Computer Entertainment,0.02,0.02,0,0.01,0.05
Sony Computer Entertainment,0,0,0.05,0,0.05
Sony Computer Entertainment,0.04,0,0,0,0.05
Sony Computer Entertainment,0,0,0.05,0,0.05
Sony Computer Entertainment,0,0,0.05,0,0.05
Sony Computer Entertainment,0,0,0.05,0,0.05
Sony Computer Entertainment,0,0.03,0,0.01,0.05
Sony Computer Entertainment,0,0,0.04,0,0.04
Sony Computer Entertainment,0,0,0.04,0,0.04
Sony Computer Entertainment,0.04,0,0,0,0.04
Sony Computer Entertainment,0,0,0.04,0,0.04
Sony Computer Entertainment,0,0.03,0,0.01,0.04
Sony Computer Entertainment,0,0,0.04,0,0.04
Sony Computer Entertainment,0.02,0.01,0,0.01,0.04
Sony Computer Entertainment,0,0,0.04,0,0.04
Sony Computer Entertainment,0,0,0.04,0,0.04
Sony Computer Entertainment,0,0,0.04,0,0.04
Sony Computer Entertainment,0,0,0.04,0,0.04
Sony Computer Entertainment,0.03,0,0,0.01,0.04
Sony Computer Entertainment,0,0,0.03,0,0.03
Sony Computer Entertainment,0.03,0,0,0,0.03
Sony Computer Entertainment,0,0,0.03,0,0.03
Sony Computer Entertainment,0,0.02,0,0.01,0.03
Sony Computer Entertainment,0,0.02,0,0.01,0.03
Sony Computer Entertainment,0,0,0.03,0,0.03
Sony Computer Entertainment,0,0,0.03,0,0.03
Sony Computer Entertainment,0,0.02,0,0.01,0.03
Sony Computer Entertainment,0.03,0,0,0,0.03
Sony Computer Entertainment,0,0,0.03,0,0.03
Sony Computer Entertainment,0.02,0.01,0,0,0.03
Sony Computer Entertainment,0,0.02,0,0.01,0.03
Sony Computer Entertainment,0,0,0.03,0,0.03
Sony Computer Entertainment,0,0,0.03,0,0.03
Sony Computer Entertainment,0,0,0.02,0,0.03
Sony Computer Entertainment,0,0,0.03,0,0.03
Sony Computer Entertainment,0.01,0.01,0,0,0.02
Sony Computer Entertainment,0,0,0.02,0,0.02
Sony Computer Entertainment,0,0.02,0,0.01,0.02
Sony Computer Entertainment,0,0,0.02,0,0.02
Sony Computer Entertainment,0.01,0.01,0,0,0.02
Sony Computer Entertainment,0,0,0.02,0,0.02
Sony Computer Entertainment,0,0.02,0,0,0.02
Sony Computer Entertainment,0,0,0.02,0,0.02
Sony Computer Entertainment,0.01,0.01,0,0,0.02
Sony Computer Entertainment,0,0,0.02,0,0.02
Sony Computer Entertainment,0,0,0.02,0,0.02
Sony Computer Entertainment,0,0,0.01,0,0.01
Sony Computer Entertainment,0,0.01,0,0,0.01
Sony Computer Entertainment,0,0,0.01,0,0.01
Sony Computer Entertainment,0,0,0.01,0,0.01
Sony Computer Entertainment,0.01,0,0,0,0.01
Sony Computer Entertainment,0,0,0.01,0,0.01
Sonnet,0,0,0.04,0,0.04
Sonnet,0,0,0.02,0,0.02
Sold Out,0.01,0.01,0,0,0.02
Societa,0,0,0.04,0,0.04
SNK Playmore,0,0,0.28,0,0.28
SNK Playmore,0.05,0.04,0,0.01,0.11
SNK Playmore,0.05,0.03,0,0.01,0.08
SNK Playmore,0.03,0.03,0,0.01,0.07
SNK Playmore,0.03,0.02,0,0,0.05
SNK Playmore,0,0,0.05,0,0.05
SNK Playmore,0,0,0.04,0,0.04
SNK Playmore,0,0,0.04,0,0.04
SNK Playmore,0.03,0.01,0,0,0.04
SNK Playmore,0,0,0.04,0,0.04
SNK Playmore,0,0,0.03,0,0.03
SNK Playmore,0,0,0.03,0,0.03
SNK Playmore,0.02,0.01,0,0,0.03
SNK Playmore,0,0,0.02,0,0.02
SNK Playmore,0.02,0,0,0,0.02
SNK Playmore,0,0,0.01,0,0.01
SNK Playmore,0,0,0.01,0,0.01
SNK Playmore,0,0,0.01,0,0.01
SNK,0,0,0.25,0,0.25
SNK,0,0,0.23,0,0.23
SNK,0,0,0.21,0,0.21
SNK,0,0,0.2,0,0.2
SNK,0,0,0.2,0,0.2
SNK,0,0,0.16,0.01,0.17
SNK,0,0,0.17,0,0.17
SNK,0,0,0.14,0,0.14
SNK,0,0,0.12,0,0.12
SNK,0,0,0.11,0.01,0.11
SNK,0,0,0.1,0,0.1
SNK,0,0,0.1,0,0.1
SNK,0,0,0.07,0.01,0.08
SNK,0,0,0.08,0,0.08
SNK,0,0,0.07,0,0.07
SNK,0,0,0.07,0,0.07
SNK,0.03,0.03,0,0.01,0.07
SNK,0,0,0.05,0,0.06
SNK,0,0,0.06,0,0.06
SNK,0,0,0.05,0,0.05
SNK,0,0,0.04,0,0.04
SNK,0.01,0,0,0,0.01
Slitherine Software,0.08,0.04,0,0.01,0.13
Slitherine Software,0,0.04,0,0.01,0.05
