Platform,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Wii,0.14,0,0,0.01,0.15
Wii,0.12,0.02,0,0.01,0.15
Wii,0,0,0.15,0,0.15
Wii,0.08,0.05,0,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.1,0.03,0,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.07,0,0.06,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.1,0.01,0.01,0.01,0.14
Wii,0.08,0.04,0,0.01,0.14
Wii,0,0,0.14,0,0.14
Wii,0.12,0.01,0,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.12,0,0,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.11,0.01,0,0.01,0.14
Wii,0.11,0.02,0,0.01,0.14
Wii,0.08,0.02,0.03,0.01,0.14
Wii,0.13,0,0,0.01,0.14
Wii,0.11,0.01,0,0.01,0.14
Wii,0.11,0.01,0,0.01,0.14
Wii,0.08,0.04,0,0.01,0.14
Wii,0,0.12,0,0.02,0.13
Wii,0.12,0,0.01,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.06,0.07,0,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.12,0,0.01,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0,0.12,0,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.1,0.02,0,0.01,0.13
Wii,0.01,0.1,0,0.02,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.1,0.01,0,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.11,0.01,0,0.01,0.13
Wii,0.11,0,0,0.01,0.13
Wii,0,0,0.13,0,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.12,0,0,0.01,0.13
Wii,0.09,0.02,0.01,0.01,0.13
Wii,0.1,0.01,0,0.01,0.13
Wii,0,0,0.13,0,0.13
Wii,0.11,0,0,0.01,0.13
Wii,0.08,0.03,0,0.01,0.13
Wii,0.11,0,0,0.01,0.13
Wii,0.07,0.04,0,0.01,0.13
Wii,0.11,0,0,0.01,0.13
Wii,0.11,0.01,0,0.01,0.12
Wii,0.07,0.04,0,0.01,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.11,0.01,0,0.01,0.12
Wii,0.12,0,0,0.01,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.12,0,0,0.01,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.11,0.01,0,0.01,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.1,0,0.01,0.01,0.12
Wii,0,0,0.12,0,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.09,0.02,0,0.01,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.1,0.01,0,0.01,0.12
Wii,0.08,0.03,0,0.01,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.06,0.05,0,0.01,0.12
Wii,0.06,0.04,0,0.01,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.11,0,0,0.01,0.12
Wii,0.11,0,0,0.01,0.11
Wii,0.06,0.04,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.08,0,0.03,0.01,0.11
Wii,0,0,0.11,0,0.11
Wii,0.1,0.01,0,0.01,0.11
Wii,0,0.1,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.11,0,0,0.01,0.11
Wii,0.07,0.03,0,0.01,0.11
Wii,0.1,0.01,0,0.01,0.11
Wii,0.1,0.01,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0,0,0.11,0,0.11
Wii,0.09,0.01,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.03,0.07,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.08,0.01,0.01,0.01,0.11
Wii,0.08,0.02,0,0.01,0.11
Wii,0.08,0.02,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.07,0.03,0,0.01,0.11
Wii,0.1,0,0,0.01,0.11
Wii,0.06,0.04,0,0.01,0.11
Wii,0.05,0.04,0.01,0.01,0.11
Wii,0,0,0.1,0,0.1
Wii,0.09,0.01,0,0.01,0.1
Wii,0,0.09,0,0.01,0.1
Wii,0,0,0.1,0,0.1
Wii,0,0.09,0,0.01,0.1
Wii,0.1,0,0,0.01,0.1
Wii,0.09,0.01,0,0.01,0.1
Wii,0,0,0.1,0,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0.06,0.04,0,0.01,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0.06,0.03,0,0.01,0.1
Wii,0.04,0.05,0,0.01,0.1
Wii,0.1,0,0,0.01,0.1
Wii,0,0,0.1,0,0.1
Wii,0,0,0.1,0,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0.05,0.04,0,0.01,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0,0,0.1,0,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0.08,0,0.01,0.01,0.1
Wii,0.09,0.01,0,0.01,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0,0.03,0.06,0,0.1
Wii,0.08,0.01,0,0.01,0.1
Wii,0.07,0.02,0,0.01,0.1
Wii,0,0,0.1,0,0.1
Wii,0.08,0.01,0,0.01,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0.08,0,0,0.01,0.1
Wii,0.06,0.02,0,0.01,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0.04,0.05,0,0.01,0.1
Wii,0.09,0,0,0.01,0.1
Wii,0.09,0,0,0.01,0.09
Wii,0.09,0,0,0.01,0.09
Wii,0.09,0,0,0.01,0.09
Wii,0.02,0.07,0,0.01,0.09
Wii,0.09,0,0,0.01,0.09
Wii,0.09,0,0,0.01,0.09
Wii,0.09,0,0,0.01,0.09
Wii,0.07,0.01,0,0.01,0.09
Wii,0.09,0,0,0.01,0.09
Wii,0,0.08,0,0.01,0.09
Wii,0.06,0.02,0,0.01,0.09
Wii,0.03,0.05,0,0.01,0.09
Wii,0.07,0.01,0,0.01,0.09
Wii,0.09,0,0,0,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0,0.08,0,0.01,0.09
Wii,0.07,0.02,0,0.01,0.09
Wii,0,0,0.09,0,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.07,0.01,0,0.01,0.09
Wii,0.04,0.04,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.06,0.02,0,0.01,0.09
Wii,0,0,0.09,0,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0,0,0.09,0,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.07,0.01,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0,0,0.09,0,0.09
Wii,0.05,0.03,0,0.01,0.09
Wii,0.08,0,0,0,0.09
Wii,0.07,0.01,0,0.01,0.09
Wii,0.08,0,0,0.01,0.09
Wii,0.07,0.01,0,0.01,0.08
Wii,0.08,0,0,0,0.08
Wii,0.07,0.01,0,0.01,0.08
Wii,0.08,0,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0,0,0.08,0,0.08
Wii,0,0,0.08,0,0.08
Wii,0.06,0.01,0,0.01,0.08
Wii,0.06,0.01,0,0.01,0.08
Wii,0,0,0.08,0,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.06,0.02,0,0.01,0.08
Wii,0.06,0.01,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.08,0,0,0,0.08
Wii,0,0,0.08,0,0.08
Wii,0,0,0.08,0,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0,0.07,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.06,0.01,0,0.01,0.08
Wii,0,0.07,0,0.01,0.08
Wii,0.06,0.01,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0,0,0.08,0,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.07,0,0,0,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0.07,0,0,0.01,0.08
Wii,0,0,0.08,0,0.08
Wii,0,0.06,0,0.01,0.08
Wii,0.07,0,0,0,0.08
Wii,0,0.03,0.04,0,0.08
Wii,0.07,0,0,0,0.08
Wii,0.07,0,0,0,0.07
Wii,0,0,0.07,0,0.07
Wii,0,0.07,0,0.01,0.07
Wii,0.01,0.05,0,0.01,0.07
Wii,0,0.06,0,0.01,0.07
Wii,0.07,0,0,0,0.07
Wii,0,0,0.07,0,0.07
Wii,0.06,0,0,0.01,0.07
Wii,0.04,0.02,0,0.01,0.07
Wii,0.06,0,0,0.01,0.07
Wii,0.06,0,0,0.01,0.07
Wii,0.06,0,0,0.01,0.07
Wii,0.05,0.01,0,0.01,0.07
Wii,0.06,0,0,0.01,0.07
Wii,0.07,0,0,0,0.07
Wii,0.06,0,0,0,0.07
Wii,0.06,0,0,0,0.07
Wii,0.06,0,0,0,0.07
Wii,0.06,0,0,0.01,0.07
Wii,0.06,0,0,0,0.07
Wii,0,0,0.07,0,0.07
Wii,0.04,0.02,0,0.01,0.07
Wii,0,0,0.07,0,0.07
Wii,0.05,0.02,0,0.01,0.07
Wii,0,0.06,0,0.01,0.07
Wii,0.06,0,0,0,0.07
Wii,0,0.06,0,0.01,0.07
Wii,0.06,0,0,0,0.07
Wii,0,0,0.07,0,0.07
Wii,0,0.06,0,0.01,0.07
Wii,0.06,0,0,0,0.07
Wii,0.06,0,0,0,0.07
Wii,0.06,0,0,0,0.07
Wii,0.06,0,0,0,0.07
Wii,0.06,0,0,0,0.06
Wii,0.04,0.01,0.01,0,0.06
Wii,0,0,0.06,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0,0.03,0.03,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0,0,0.06,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0,0.06,0,0,0.06
Wii,0.05,0.01,0,0,0.06
Wii,0,0,0.06,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0.05,0.01,0,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0.05,0,0,0,0.06
Wii,0,0.05,0,0.01,0.06
Wii,0.03,0.02,0,0,0.06
Wii,0.04,0.02,0,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0,0.05,0,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0.05,0,0,0,0.06
Wii,0.06,0,0,0,0.06
Wii,0.05,0,0,0,0.06
Wii,0.05,0,0,0,0.06
Wii,0.05,0,0,0,0.06
Wii,0.05,0,0,0,0.06
Wii,0.04,0.01,0,0,0.06
Wii,0.03,0.03,0,0.01,0.06
Wii,0,0,0.06,0,0.06
Wii,0.05,0,0,0,0.06
Wii,0.05,0,0,0,0.06
Wii,0.05,0,0,0,0.06
Wii,0.04,0.02,0,0,0.06
Wii,0.05,0,0,0,0.06
Wii,0,0.05,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0,0,0.05,0,0.05
Wii,0,0,0.05,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0,0.05,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0.03,0.01,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0,0,0.05,0,0.05
Wii,0,0.04,0,0.01,0.05
Wii,0.04,0,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0.04,0.01,0,0,0.05
Wii,0.05,0,0,0,0.05
Wii,0,0.05,0,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0,0,0.05,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0.02,0.02,0,0,0.05
Wii,0,0,0.05,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0.03,0.01,0.01,0,0.05
Wii,0,0,0.05,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0.04,0.01,0,0,0.05
Wii,0.04,0,0,0,0.05
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0,0,0.04,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0,0.04,0,0,0.04
Wii,0.02,0.02,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0,0.04,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0,0.04,0,0.01,0.04
Wii,0.03,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.01,0.03,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.03,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0,0,0.04,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.03,0,0,0,0.04
Wii,0.04,0,0,0,0.04
Wii,0.02,0.01,0,0,0.04
Wii,0,0,0.04,0,0.04
Wii,0.03,0,0,0,0.04
Wii,0.03,0,0,0,0.04
Wii,0,0,0.03,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0,0,0.03,0,0.03
Wii,0,0.03,0,0,0.03
Wii,0,0,0.03,0,0.03
Wii,0,0.03,0,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0,0.03,0,0,0.03
Wii,0.01,0.02,0,0,0.03
Wii,0,0,0.03,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0,0.03,0,0,0.03
Wii,0,0.03,0,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0,0,0.03,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0,0.03,0,0,0.03
Wii,0.01,0.01,0,0,0.03
Wii,0.02,0,0,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0.03,0,0,0,0.03
Wii,0,0.02,0,0,0.03
Wii,0,0,0.03,0,0.03
Wii,0,0.02,0,0,0.03
Wii,0.02,0,0,0,0.03
Wii,0.02,0,0,0,0.03
Wii,0.02,0,0,0,0.03
Wii,0.02,0,0,0,0.03
Wii,0.02,0,0,0,0.03
Wii,0.02,0,0,0,0.03
Wii,0.02,0,0,0,0.03
Wii,0,0,0.03,0,0.03
Wii,0,0.02,0,0,0.03
Wii,0.02,0,0,0,0.03
Wii,0.02,0,0,0,0.03
Wii,0.02,0,0,0,0.03
Wii,0.02,0,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0.02,0,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0,0.02,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0.01,0.02,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.01,0.01,0,0,0.02
Wii,0,0.02,0,0,0.02
Wii,0.02,0.01,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0.02,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0.02,0,0,0.02
Wii,0.01,0.01,0,0,0.02
Wii,0.01,0,0,0,0.02
Wii,0,0.02,0,0,0.02
Wii,0,0.02,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.01,0.01,0,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0,0.02,0,0,0.02
Wii,0.01,0,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0,0.02,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0.01,0,0,0.02
Wii,0,0.01,0,0,0.02
Wii,0,0.02,0,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0,0,0.02,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0,0.01,0,0,0.02
Wii,0.02,0,0,0,0.02
Wii,0.01,0,0,0,0.02
Wii,0,0.01,0,0,0.02
Wii,0,0.01,0,0,0.02
Wii,0.01,0,0,0,0.02
Wii,0,0.01,0,0,0.02
Wii,0,0.01,0,0,0.01
Wii,0,0.01,0,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0.01,0,0,0,0.01
Wii,0,0.01,0,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0,0.01,0,0,0.01
Wii,0.01,0,0,0,0.01
Wii,0.01,0,0,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0.01,0.01,0,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0.01,0,0,0,0.01
Wii,0.01,0,0,0,0.01
Wii,0.01,0,0,0,0.01
Wii,0.01,0,0,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0,0.01,0.01,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0,0.01,0,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0.01,0,0,0,0.01
Wii,0,0,0.01,0,0.01
Wii,0,0.01,0,0,0.01
TG16 ����,0,0,0.16,0,0.16
TG16,0,0,0.14,0,0.14
TG16,0,0,0.02,0,0.02
SNES ����,61.23,19.04,116.55,3.22,200.05
SNES,12.78,3.75,3.54,0.55,20.61
SNES,5.99,2.15,2.12,0.29,10.55
SNES,4.36,1.71,3,0.23,9.3
SNES,3.54,1.24,3.81,0.18,8.76
SNES,2.47,0.83,2.87,0.12,6.3
SNES,2.1,0.74,2.2,0.11,5.15
SNES,2.42,0.91,1.15,0.13,4.61
SNES,1.65,0.61,1.76,0.09,4.12
SNES,1.42,0.51,2.1,0.07,4.1
SNES,1.17,0.5,1.75,0.08,3.51
SNES,0.86,0,2.55,0.02,3.42
SNES,2.26,0.72,0.12,0.1,3.2
SNES,0,0,3.19,0,3.19
SNES,1.61,0.51,0.8,0.07,2.99
SNES,1.37,0.51,0.89,0.07,2.85
SNES,0,0,2.78,0.01,2.79
SNES,1.43,0.54,0.71,0.07,2.75
SNES,0,0,2.43,0.02,2.45
SNES,0.28,0,2.02,0.01,2.31
SNES,0.66,0,1.45,0.03,2.14
SNES,0.52,0.16,1.29,0.03,2
SNES,0.93,0.27,0.75,0.04,1.98
SNES,1.48,0.39,0,0.06,1.93
SNES,0.25,0.07,1.49,0.02,1.83
SNES,1.26,0.39,0.08,0.06,1.79
SNES,0.24,0.09,1.33,0.12,1.77
SNES,0.94,0.34,0.21,0.27,1.75
SNES,0,0,1.69,0.01,1.7
SNES,1.06,0.38,0.15,0.05,1.65
SNES,0.67,0.17,0.69,0.03,1.56
SNES,1.19,0.29,0,0.05,1.53
SNES,0,0,1.45,0,1.45
SNES,0.26,0.07,1.09,0.02,1.44
SNES,0.57,0.12,0.71,0.02,1.42
SNES,1.19,0.16,0,0.03,1.39
SNES,0,0,1.36,0,1.36
SNES,0,0,1.29,0.01,1.3
SNES,0.66,0.17,0.35,0.03,1.21
SNES,0,0,1.2,0,1.2
SNES,0.5,0.14,0.52,0.02,1.18
SNES,0,0,1.17,0,1.17
SNES,0.57,0.08,0.5,0.01,1.16
SNES,0,0,1.15,0,1.15
SNES,0,0,1.15,0,1.15
SNES,0.46,0.17,0.48,0.02,1.14
SNES,0,0,1.04,0.01,1.05
SNES,0.39,0.12,0.49,0.02,1.02
SNES,0.87,0.12,0,0.02,1.01
SNES,0,0,0.97,0,0.97
SNES,0,0,0.91,0,0.91
SNES,0,0,0.9,0,0.9
SNES,0,0,0.89,0,0.89
SNES,0,0,0.87,0,0.87
SNES,0,0,0.81,0,0.81
SNES,0,0,0.81,0,0.81
SNES,0,0,0.81,0,0.81
SNES,0,0,0.8,0,0.8
SNES,0,0,0.78,0,0.78
SNES,0,0,0.73,0,0.73
SNES,0,0,0.71,0,0.71
SNES,0,0,0.7,0,0.7
SNES,0,0,0.7,0,0.7
SNES,0,0,0.69,0,0.69
SNES,0.32,0.05,0.25,0.01,0.63
SNES,0.3,0,0.32,0,0.62
SNES,0,0,0.62,0,0.62
SNES,0,0,0.6,0,0.6
SNES,0,0,0.59,0,0.59
SNES,0,0,0.58,0,0.58
SNES,0,0,0.58,0,0.58
SNES,0,0,0.57,0,0.57
SNES,0.09,0.02,0.45,0,0.56
SNES,0,0,0.56,0,0.56
SNES,0,0,0.53,0,0.53
SNES,0,0,0.53,0,0.53
SNES,0,0,0.53,0,0.53
SNES,0,0,0.53,0,0.53
SNES,0,0,0.5,0,0.5
SNES,0,0,0.49,0,0.49
SNES,0,0,0.49,0,0.49
SNES,0,0,0.48,0,0.48
SNES,0,0,0.47,0,0.47
SNES,0,0,0.47,0,0.47
SNES,0,0,0.46,0,0.46
SNES,0,0,0.46,0,0.46
SNES,0,0,0.46,0,0.46
SNES,0,0,0.45,0,0.45
SNES,0,0,0.45,0,0.45
SNES,0,0,0.45,0,0.45
SNES,0,0,0.44,0,0.44
SNES,0,0,0.43,0,0.43
SNES,0,0,0.42,0,0.42
SNES,0,0,0.42,0,0.42
SNES,0,0,0.41,0,0.41
SNES,0,0,0.41,0,0.41
SNES,0,0,0.4,0,0.4
SNES,0,0,0.4,0,0.4
SNES,0,0,0.4,0,0.4
SNES,0,0,0.39,0,0.39
SNES,0,0,0.39,0,0.39
SNES,0,0,0.39,0,0.39
SNES,0,0,0.38,0,0.38
SNES,0,0,0.38,0,0.38
SNES,0,0,0.37,0,0.37
SNES,0,0,0.37,0,0.37
SNES,0,0,0.37,0,0.37
SNES,0,0,0.36,0,0.36
SNES,0,0,0.36,0,0.36
SNES,0,0,0.36,0,0.36
SNES,0,0,0.36,0,0.36
SNES,0,0,0.36,0,0.36
SNES,0,0,0.36,0,0.36
SNES,0.04,0.01,0.3,0,0.35
SNES,0,0,0.35,0,0.35
SNES,0,0,0.33,0,0.33
SNES,0,0,0.33,0,0.33
SNES,0,0,0.33,0,0.33
SNES,0,0,0.32,0,0.32
SNES,0,0,0.32,0,0.32
SNES,0,0,0.32,0,0.32
SNES,0,0,0.31,0,0.31
SNES,0,0,0.31,0,0.31
SNES,0,0,0.31,0,0.31
SNES,0,0,0.31,0,0.31
SNES,0,0,0.3,0,0.3
SNES,0,0,0.3,0,0.3
SNES,0,0,0.3,0,0.3
SNES,0,0,0.3,0,0.3
SNES,0,0,0.29,0,0.29
SNES,0,0,0.29,0,0.29
SNES,0,0,0.29,0,0.29
SNES,0,0,0.28,0,0.28
SNES,0,0,0.28,0,0.28
SNES,0,0,0.28,0,0.28
SNES,0.03,0.01,0.23,0.01,0.28
SNES,0,0,0.28,0,0.28
SNES,0,0,0.28,0,0.28
SNES,0,0,0.28,0,0.28
SNES,0,0,0.27,0,0.27
SNES,0,0,0.27,0,0.27
SNES,0,0,0.27,0,0.27
SNES,0,0,0.27,0,0.27
SNES,0,0,0.27,0,0.27
SNES,0,0,0.26,0,0.26
SNES,0,0,0.25,0,0.25
SNES,0,0,0.24,0,0.24
SNES,0,0,0.23,0,0.23
SNES,0,0,0.23,0,0.23
SNES,0,0,0.22,0,0.22
SNES,0,0,0.22,0,0.22
SNES,0,0,0.21,0,0.21
SNES,0,0,0.2,0,0.2
SNES,0,0,0.2,0,0.2
SNES,0,0,0.2,0,0.2
SNES,0,0,0.2,0,0.2
SNES,0,0,0.19,0,0.19
SNES,0,0,0.19,0,0.19
SNES,0,0,0.19,0,0.19
SNES,0,0,0.19,0,0.19
SNES,0,0,0.19,0,0.19
SNES,0,0,0.19,0,0.19
SNES,0.04,0.01,0.13,0,0.18
SNES,0,0,0.18,0,0.18
SNES,0,0,0.18,0,0.18
SNES,0,0,0.17,0,0.17
SNES,0,0,0.17,0,0.17
SNES,0,0,0.17,0,0.17
SNES,0,0,0.17,0,0.17
SNES,0,0,0.17,0,0.17
SNES,0,0,0.16,0,0.16
SNES,0,0,0.16,0,0.16
SNES,0,0,0.16,0,0.16
SNES,0,0,0.16,0,0.16
SNES,0,0,0.16,0,0.16
SNES,0,0,0.16,0,0.16
SNES,0,0,0.15,0,0.15
SNES,0,0,0.15,0,0.15
SNES,0,0,0.15,0,0.15
SNES,0,0,0.14,0,0.14
SNES,0,0,0.13,0,0.13
SNES,0,0,0.13,0,0.13
SNES,0,0,0.13,0,0.13
SNES,0,0,0.12,0,0.12
SNES,0,0,0.12,0,0.12
SNES,0,0,0.12,0,0.12
